0,1,2,3,4,5,6,7,8,9,10
0,0,0,25753,32267,1,1,0,0,0,0
0,0,0,25753,32267,1,1,0,0,0,0
0,0,0,15,8,28503,32411,2,0,0,0
0,0,0,15664,563,559,11,3,0,0,0
0,0,0,23,403,559,13,4,0,0,0
0,0,0,32482,355,28006,32430,5,0,0,0
0,0,0,32482,355,28006,32430,5,0,0,0
0,0,0,2,32454,27841,13,7,0,0,0
0,0,0,7,506,31982,0,8,0,0,0
0,0,0,231,508,559,13,9,0,0,0
0,0,0,231,509,559,13,10,0,0,0
0,0,0,233,505,559,13,11,0,0,0
0,0,0,236,499,559,13,12,0,0,0
0,0,0,221,493,559,13,13,0,0,0
0,0,0,221,493,559,13,13,0,0,0
0,0,0,221,493,559,13,13,0,0,0
0,0,0,236,497,559,13,16,0,0,0
0,0,0,219,491,559,13,17,0,0,0
0,0,0,219,493,559,13,17,0,0,0
0,0,0,9317,563,559,4,19,0,0,0
0,0,0,15446,30678,559,32459,20,0,0,0
0,0,0,20,323,28006,12,21,0,0,0
0,0,0,2337,563,559,4,22,0,0,0
0,0,0,2337,563,559,4,22,0,0,0
0,0,0,2388,563,559,4,22,0,0,0
0,0,0,2388,563,559,4,22,0,0,0
0,0,0,18145,563,559,13,22,0,0,0
0,0,0,8969,563,26438,13,22,0,0,0
0,0,0,8974,563,26438,13,22,0,0,0
0,0,0,9035,563,26441,13,22,0,0,0
0,0,0,9035,563,26441,13,22,0,0,0
0,0,0,9102,563,26445,13,22,0,0,0
0,0,0,17,563,559,13,22,0,0,0
0,0,0,278,27917,559,13,22,0,0,0
0,0,0,3530,31748,31009,13,22,0,0,0
0,0,0,3530,31748,31009,13,22,0,0,0
0,0,0,23,563,31237,13,22,0,0,0
0,0,0,29,563,559,13,22,0,0,0
0,0,0,30,563,559,13,22,0,0,0
0,0,0,31,563,559,13,22,0,0,0
0,0,0,38,563,559,13,22,0,0,0
0,0,0,33,563,559,13,22,0,0,0
0,0,0,200,26361,32016,13,22,0,0,0
0,0,0,72,563,559,13,22,0,0,0
0,0,0,72,563,559,13,22,0,0,0
0,0,0,76,563,559,13,22,0,0,0
0,0,0,76,563,559,13,22,0,0,0
0,0,0,76,563,559,13,22,0,0,0
0,0,0,76,563,559,13,22,0,0,0
0,0,0,76,563,559,13,22,0,0,0
0,0,0,75,563,559,13,22,0,0,0
0,0,0,32,563,559,13,22,0,0,0
0,0,0,61,563,494,13,22,0,0,0
0,0,0,36,563,559,13,22,0,0,0
0,0,0,36,563,559,13,22,0,0,0
0,0,0,39,563,559,13,22,0,0,0
0,0,0,34,563,559,13,22,0,0,0
0,0,0,34,563,559,13,22,0,0,0
0,0,0,40,563,559,13,22,0,0,0
0,0,0,3883,27509,559,13,22,0,0,0
0,0,0,259,26390,559,13,22,0,0,0
0,0,0,260,26391,559,13,22,0,0,0
0,0,0,1674,563,559,13,22,0,0,0
0,0,0,1689,563,559,13,22,0,0,0
0,0,0,1689,563,559,13,22,0,0,0
0,0,0,1682,563,559,13,22,0,0,0
0,0,0,1682,563,559,13,22,0,0,0
0,0,0,1627,563,559,13,22,0,0,0
0,0,0,1724,563,559,13,22,0,0,0
0,0,0,1689,563,559,13,22,0,0,0
0,0,0,1631,563,559,13,22,0,0,0
0,0,0,1637,563,559,13,22,0,0,0
0,0,0,1676,563,559,13,22,0,0,0
0,0,0,1671,563,559,13,22,0,0,0
0,0,0,1719,563,559,13,22,0,0,0
0,0,0,1699,563,559,13,22,0,0,0
0,0,0,1745,563,559,13,22,0,0,0
0,0,0,1736,563,559,13,22,0,0,0
0,0,0,1736,563,559,13,22,0,0,0
0,0,0,1716,563,559,13,22,0,0,0
0,0,0,1745,563,559,13,22,0,0,0
0,0,0,41,563,559,13,22,0,0,0
0,0,0,375,563,559,13,22,0,0,0
0,0,0,286,26396,559,13,22,0,0,0
0,0,0,387,26445,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,377,26439,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,297,26399,559,13,22,0,0,0
0,0,0,318,26421,559,13,22,0,0,0
0,0,0,319,26421,559,13,22,0,0,0
0,0,0,320,26423,559,13,22,0,0,0
0,0,0,7080,28516,559,13,22,0,0,0
0,0,0,7391,28611,559,13,22,0,0,0
0,0,0,362,26432,559,13,22,0,0,0
0,0,0,416,26462,25810,13,22,0,0,0
0,0,0,2147,26980,559,13,22,0,0,0
0,0,0,9214,29127,559,13,22,0,0,0
0,0,0,59,563,559,13,22,0,0,0
0,0,0,2313,563,559,13,22,0,0,0
0,0,0,2299,563,559,13,22,0,0,0
0,0,0,2299,563,559,13,22,0,0,0
0,0,0,2309,563,559,13,22,0,0,0
0,0,0,2282,563,559,13,22,0,0,0
0,0,0,2303,563,559,13,22,0,0,0
0,0,0,2291,563,559,13,22,0,0,0
0,0,0,2276,563,559,13,22,0,0,0
0,0,0,2298,563,559,13,22,0,0,0
0,0,0,14242,563,559,13,22,0,0,0
0,0,0,2306,563,559,13,22,0,0,0
0,0,0,60,563,559,13,22,0,0,0
0,0,0,5287,27950,559,13,22,0,0,0
0,0,0,715,563,559,13,22,0,0,0
0,0,0,684,563,559,13,22,0,0,0
0,0,0,684,563,559,13,22,0,0,0
0,0,0,684,563,559,13,22,0,0,0
0,0,0,687,563,559,13,22,0,0,0
0,0,0,696,563,559,13,22,0,0,0
0,0,0,696,563,559,13,22,0,0,0
0,0,0,696,563,559,13,22,0,0,0
0,0,0,696,563,559,13,22,0,0,0
0,0,0,696,563,559,13,22,0,0,0
0,0,0,701,563,559,13,22,0,0,0
0,0,0,675,563,559,13,22,0,0,0
0,0,0,681,563,559,13,22,0,0,0
0,0,0,681,563,559,13,22,0,0,0
0,0,0,714,563,559,13,22,0,0,0
0,0,0,671,563,559,13,22,0,0,0
0,0,0,675,563,559,13,22,0,0,0
0,0,0,712,563,559,13,22,0,0,0
0,0,0,707,563,559,13,22,0,0,0
0,0,0,715,563,559,13,22,0,0,0
0,0,0,715,563,559,13,22,0,0,0
0,0,0,735,563,559,13,22,0,0,0
0,0,0,706,563,559,13,22,0,0,0
0,0,0,704,563,559,13,22,0,0,0
0,0,0,723,563,559,13,22,0,0,0
0,0,0,724,563,559,13,22,0,0,0
0,0,0,724,563,559,13,22,0,0,0
0,0,0,724,563,559,13,22,0,0,0
0,0,0,724,563,559,13,22,0,0,0
0,0,0,721,563,559,13,22,0,0,0
0,0,0,65,563,32085,13,22,0,0,0
0,0,0,125,563,31407,13,22,0,0,0
0,0,0,63,563,559,13,22,0,0,0
0,0,0,63,563,559,13,22,0,0,0
0,0,0,66,563,559,13,22,0,0,0
0,0,0,13196,30327,559,13,22,0,0,0
0,0,0,13642,30412,559,13,22,0,0,0
0,0,0,8081,563,559,13,22,0,0,0
0,0,0,8039,563,559,13,22,0,0,0
0,0,0,69,563,559,13,22,0,0,0
0,0,0,1231,26709,559,13,22,0,0,0
0,0,0,1245,563,559,13,22,0,0,0
0,0,0,3550,563,559,13,22,0,0,0
0,0,0,3223,27339,559,13,22,0,0,0
0,0,0,3223,27339,559,13,22,0,0,0
0,0,0,2855,27186,559,13,22,0,0,0
0,0,0,2794,27165,559,13,22,0,0,0
0,0,0,2778,27158,559,13,22,0,0,0
0,0,0,2782,27160,559,13,22,0,0,0
0,0,0,70,563,559,13,22,0,0,0
0,0,0,2787,27163,559,13,22,0,0,0
0,0,0,2753,27149,559,13,22,0,0,0
0,0,0,10692,29703,559,13,22,0,0,0
0,0,0,10692,29703,559,13,22,0,0,0
0,0,0,10692,29703,559,13,22,0,0,0
0,0,0,6526,563,32271,13,22,0,0,0
0,0,0,6526,563,32271,13,22,0,0,0
0,0,0,11713,29991,559,13,22,0,0,0
0,0,0,74,563,559,13,22,0,0,0
0,0,0,6469,563,32211,13,22,0,0,0
0,0,0,6469,563,32211,13,22,0,0,0
0,0,0,6469,563,32211,13,22,0,0,0
0,0,0,6469,563,32211,13,22,0,0,0
0,0,0,6534,563,32273,13,22,0,0,0
0,0,0,6534,563,32273,13,22,0,0,0
0,0,0,17366,31123,559,13,22,0,0,0
0,0,0,10073,563,559,13,22,0,0,0
0,0,0,62,563,31922,13,22,0,0,0
0,0,0,189,563,559,13,22,0,0,0
0,0,0,82,563,559,13,22,0,0,0
0,0,0,25849,32290,559,13,22,0,0,0
0,0,0,58,563,559,13,22,0,0,0
0,0,0,84,563,559,13,22,0,0,0
0,0,0,11976,563,559,13,22,0,0,0
0,0,0,8714,28953,559,13,22,0,0,0
0,0,0,20829,563,559,13,22,0,0,0
0,0,0,14989,30617,559,13,22,0,0,0
0,0,0,8139,28813,559,13,22,0,0,0
0,0,0,7951,563,559,13,22,0,0,0
0,0,0,23224,563,559,13,22,0,0,0
0,0,0,16554,563,559,13,22,0,0,0
0,0,0,14785,30593,559,13,22,0,0,0
0,0,0,15825,30783,559,13,22,0,0,0
0,0,0,24149,32146,559,13,22,0,0,0
0,0,0,23643,32088,559,13,22,0,0,0
0,0,0,112,563,559,13,22,0,0,0
0,0,0,113,563,559,13,22,0,0,0
0,0,0,114,563,31315,13,22,0,0,0
0,0,0,8769,28965,559,13,22,0,0,0
0,0,0,8769,28966,559,13,22,0,0,0
0,0,0,8384,563,559,13,22,0,0,0
0,0,0,8384,563,559,13,22,0,0,0
0,0,0,115,563,559,13,22,0,0,0
0,0,0,117,563,559,13,22,0,0,0
0,0,0,5566,28032,559,13,22,0,0,0
0,0,0,21947,31920,559,13,22,0,0,0
0,0,0,788,563,559,13,22,0,0,0
0,0,0,9621,29303,559,13,22,0,0,0
0,0,0,410,25,550,13,22,0,0,0
0,0,0,13505,30393,559,13,22,0,0,0
0,0,0,937,563,559,13,22,0,0,0
0,0,0,8334,28867,559,13,22,0,0,0
0,0,0,8732,28959,559,13,22,0,0,0
0,0,0,206,563,31793,13,22,0,0,0
0,0,0,8974,29048,559,13,22,0,0,0
0,0,0,8969,29047,559,13,22,0,0,0
0,0,0,8973,29048,559,13,22,0,0,0
0,0,0,8945,29035,559,13,22,0,0,0
0,0,0,8994,29053,559,13,22,0,0,0
0,0,0,8940,29034,559,13,22,0,0,0
0,0,0,8948,29038,559,13,22,0,0,0
0,0,0,707,563,559,13,22,0,0,0
0,0,0,9051,29070,559,13,22,0,0,0
0,0,0,8979,29050,559,13,22,0,0,0
0,0,0,15932,563,559,13,22,0,0,0
0,0,0,9091,29083,559,13,22,0,0,0
0,0,0,9058,29070,559,13,22,0,0,0
0,0,0,9032,29061,559,13,22,0,0,0
0,0,0,17523,563,559,13,22,0,0,0
0,0,0,16091,563,559,13,22,0,0,0
0,0,0,16002,563,559,13,22,0,0,0
0,0,0,3171,563,559,13,22,0,0,0
0,0,0,21307,31866,559,13,22,0,0,0
0,0,0,2207,563,559,13,22,0,0,0
0,0,0,116,563,31899,13,22,0,0,0
0,0,0,118,563,31976,13,22,0,0,0
0,0,0,7802,563,559,13,22,0,0,0
0,0,0,7988,563,559,13,22,0,0,0
0,0,0,8011,563,559,13,22,0,0,0
0,0,0,9859,29380,559,13,22,0,0,0
0,0,0,5913,563,559,13,22,0,0,0
0,0,0,9323,29159,559,13,22,0,0,0
0,0,0,8036,563,559,13,22,0,0,0
0,0,0,11757,30005,559,13,22,0,0,0
