0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,21,22,24,27,28,29,30
24612,24448,31994,0,0,0,0,0,0,0,0,0,0,0,0,0,25753,16828,32259,32410,3482,0,0,0,0
24888,24726,32245,0,0,0,0,0,0,0,0,0,0,0,0,0,25753,16828,32259,32410,3482,0,0,0,0
912,507,10449,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,444,32477,8828,2,0,0,0
13247,12966,21662,0,0,0,0,0,0,0,0,0,0,0,0,0,15664,22294,534,32479,20914,3,0,0,0
14688,14420,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,534,37,10063,4,0,0,0
31637,31213,8849,0,0,0,0,0,0,0,0,0,0,0,0,0,32482,2,281,32445,4954,5,0,0,0
31639,31214,8850,0,0,0,0,0,0,0,0,0,0,0,0,0,32482,2,281,32445,4954,5,0,0,0
24456,24289,31852,0,0,0,0,0,0,0,0,0,0,0,0,0,2,225,533,25,0,7,0,0,0
23047,22865,30571,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,32432,35,2489,8,0,0,0
6105,1657,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,231,214,534,37,347,9,0,0,0
3509,31521,912,0,0,0,0,0,0,0,0,0,0,0,0,0,231,215,534,37,349,10,0,0,0
5621,1169,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,233,216,534,37,349,11,0,0,0
5654,1202,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,236,218,534,37,352,12,0,0,0
9825,9509,18551,0,0,0,0,0,0,0,0,0,0,0,0,0,221,208,534,37,339,13,0,0,0
9826,9510,18552,0,0,0,0,0,0,0,0,0,0,0,0,0,221,208,534,37,339,13,0,0,0
23440,23263,30929,0,0,0,0,0,0,0,0,0,0,0,0,0,221,208,534,37,339,13,0,0,0
5632,1180,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,236,219,534,37,348,16,0,0,0
9852,9537,18576,0,0,0,0,0,0,0,0,0,0,0,0,0,219,200,534,37,337,17,0,0,0
5643,1191,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,219,207,534,37,342,17,0,0,0
4866,4501,14043,0,0,0,0,0,0,0,0,0,0,0,0,0,9317,18347,534,37,26146,19,0,0,0
19137,18917,27017,0,0,0,0,0,0,0,0,0,0,0,0,0,15446,20794,534,37,602,20,0,0,0
4832,4467,14012,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4743,138,32452,4,21,0,0,0
14784,10411,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,23151,534,37,22815,22,0,0,0
22384,22195,29969,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,23151,534,37,22815,22,0,0,0
14795,10422,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,23146,534,37,23076,22,0,0,0
22386,22196,29970,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,23146,534,37,23076,22,0,0,0
23532,23356,31012,0,0,0,0,0,0,0,0,0,0,0,0,0,18145,15314,534,37,12087,22,0,0,0
30421,29981,7716,0,0,0,0,0,0,0,0,0,0,0,0,0,8969,23306,534,37,26240,22,0,0,0
30423,29984,7718,0,0,0,0,0,0,0,0,0,0,0,0,0,8974,23211,534,37,26242,22,0,0,0
30420,29980,7715,0,0,0,0,0,0,0,0,0,0,0,0,0,9035,23224,534,37,26250,22,0,0,0
23039,22858,30564,0,0,0,0,0,0,0,0,0,0,0,0,0,9035,23224,534,37,26250,22,0,0,0
30422,29983,7717,0,0,0,0,0,0,0,0,0,0,0,0,0,9102,23233,534,37,26264,22,0,0,0
23228,23049,30736,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15981,514,36,14,22,0,0,0
4626,4258,13825,0,0,0,0,0,0,0,0,0,0,0,0,0,278,18,32343,32430,23,22,0,0,0
4380,4010,13601,0,0,0,0,0,0,0,0,0,0,0,0,0,3530,18,32336,29,23,22,0,0,0
24094,23924,31523,0,0,0,0,0,0,0,0,0,0,0,0,0,3530,18,32336,29,23,22,0,0,0
4257,32275,980,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,534,37,23,22,0,0,0
11885,11592,20424,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,534,37,31,22,0,0,0
18008,17776,25990,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,534,37,32,22,0,0,0
19267,19048,27135,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,534,37,33,22,0,0,0
15919,15666,24091,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,534,37,35,22,0,0,0
4361,3990,13584,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,534,37,36,22,0,0,0
24587,24423,31971,0,0,0,0,0,0,0,0,0,0,0,0,0,200,266,31957,37,38,22,0,0,0
20523,20317,28277,0,0,0,0,0,0,0,0,0,0,0,0,0,72,63,534,37,39,22,0,0,0
20524,20318,28278,0,0,0,0,0,0,0,0,0,0,0,0,0,72,63,534,37,39,22,0,0,0
30613,30175,7891,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,534,37,41,22,0,0,0
30614,30176,7892,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,534,37,41,22,0,0,0
1858,1463,11309,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,534,37,41,22,0,0,0
1860,1464,11310,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,534,37,41,22,0,0,0
1861,1465,11311,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,534,37,41,22,0,0,0
28115,27653,5620,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66,534,37,46,22,0,0,0
18103,17873,26077,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,534,37,47,22,0,0,0
8328,7998,17190,0,0,0,0,0,0,0,0,0,0,0,0,0,61,52,534,37,48,22,0,0,0
3487,31499,910,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,534,37,49,22,0,0,0
25287,22089,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,534,37,49,22,0,0,0
27237,26766,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,534,37,51,22,0,0,0
